Aggregated engagement metrics for your organic and sponsored posts over time. Date indicates when your posts were viewed by LinkedIn members. Data is delayed by up to 2 days. All dates and times are in UTC.,,,,,,,,,,,,,,,,,,,
Date,Impressions (organic),Impressions (sponsored),Impressions (total),Unique impressions (organic),Clicks (organic),Clicks (sponsored),Clicks (total),Reactions (organic),Reactions (sponsored),Reactions (total),Comments (organic),Comments (sponsored),Comments (total),Reposts (organic),Reposts (sponsored),Reposts (total),Engagement rate (organic),Engagement rate (sponsored),Engagement rate (total)
10/10/2023,172,0,172,104,12,0,12,0,0,0,0,0,0,0,0,0,0.06976744186,0,0.06976744186
10/11/2023,766,0,766,511,8,0,8,15,0,15,2,0,2,0,0,0,0.03263707572,0,0.03263707572
10/12/2023,199,0,199,113,1,0,1,5,0,5,0,0,0,0,0,0,0.03015075377,0,0.03015075377
10/13/2023,99,0,99,69,1,0,1,1,0,1,0,0,0,0,0,0,0.0202020202,0,0.0202020202
10/14/2023,64,0,64,47,2,0,2,2,0,2,0,0,0,0,0,0,0.0625,0,0.0625
10/15/2023,45,0,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2023,154,0,154,52,2,0,2,0,0,0,0,0,0,0,0,0,0.01298701299,0,0.01298701299
10/17/2023,73,0,73,39,2,0,2,0,0,0,0,0,0,0,0,0,0.02739726027,0,0.02739726027
10/18/2023,377,0,377,226,1,0,1,7,0,7,0,0,0,0,0,0,0.02122015915,0,0.02122015915
10/19/2023,115,0,115,63,0,0,0,4,0,4,0,0,0,0,0,0,0.0347826087,0,0.0347826087
10/20/2023,1364,0,1364,783,76,0,76,48,0,48,0,0,0,1,0,1,0.09164222874,0,0.09164222874
10/21/2023,564,0,564,355,37,0,37,10,0,10,1,0,1,0,0,0,0.08510638298,0,0.08510638298
10/22/2023,344,0,344,217,14,0,14,5,0,5,0,0,0,0,0,0,0.05523255814,0,0.05523255814
10/23/2023,345,0,345,225,13,0,13,1,0,1,0,0,0,1,0,1,0.04347826087,0,0.04347826087
10/24/2023,261,0,261,112,3,0,3,0,0,0,1,0,1,0,0,0,0.0153256705,0,0.0153256705
10/25/2023,1051,0,1051,767,4,0,4,36,0,36,0,0,0,1,0,1,0.03901046622,0,0.03901046622
10/26/2023,1831,0,1831,1311,56,0,56,52,0,52,8,0,8,1,0,1,0.06389950847,0,0.06389950847
10/27/2023,1047,0,1047,702,26,0,26,39,0,39,2,0,2,0,0,0,0.06399235912,0,0.06399235912
10/28/2023,432,0,432,336,34,0,34,17,0,17,0,0,0,0,0,0,0.1180555556,0,0.1180555556
10/29/2023,469,0,469,354,31,0,31,4,0,4,0,0,0,0,0,0,0.07462686567,0,0.07462686567
10/30/2023,700,0,700,403,14,0,14,8,0,8,0,0,0,0,0,0,0.03142857143,0,0.03142857143
10/31/2023,425,0,425,276,11,0,11,11,0,11,0,0,0,1,0,1,0.05411764706,0,0.05411764706
11/01/2023,744,0,744,463,2,0,2,25,0,25,0,0,0,2,0,2,0.03897849462,0,0.03897849462
11/02/2023,366,0,366,272,5,0,5,6,0,6,0,0,0,1,0,1,0.03278688525,0,0.03278688525
11/03/2023,700,0,700,379,8,0,8,15,0,15,0,0,0,0,0,0,0.03285714286,0,0.03285714286
11/04/2023,339,0,339,203,5,0,5,2,0,2,0,0,0,0,0,0,0.02064896755,0,0.02064896755
11/05/2023,478,0,478,240,21,0,21,2,0,2,0,0,0,0,0,0,0.04811715481,0,0.04811715481
11/06/2023,1992,0,1992,1080,251,0,251,31,0,31,0,0,0,0,0,0,0.1415662651,0,0.1415662651
11/07/2023,676,0,676,382,15,0,15,12,0,12,1,0,1,0,0,0,0.04142011834,0,0.04142011834
11/08/2023,689,0,689,398,5,0,5,13,0,13,1,0,1,0,0,0,0.02757619739,0,0.02757619739
11/09/2023,265,0,265,155,10,0,10,1,0,1,0,0,0,0,0,0,0.04150943396,0,0.04150943396
11/10/2023,225,0,225,113,16,0,16,3,0,3,0,0,0,0,0,0,0.08444444444,0,0.08444444444
11/11/2023,126,0,126,92,7,0,7,0,0,0,0,0,0,0,0,0,0.05555555556,0,0.05555555556
11/12/2023,117,0,117,80,6,0,6,1,0,1,0,0,0,0,0,0,0.05982905983,0,0.05982905983
11/13/2023,158,0,158,95,8,0,8,0,0,0,0,0,0,0,0,0,0.05063291139,0,0.05063291139
11/14/2023,111,0,111,60,5,0,5,0,0,0,0,0,0,0,0,0,0.04504504505,0,0.04504504505
11/15/2023,92,0,92,57,0,0,0,2,0,2,0,0,0,0,0,0,0.02173913043,0,0.02173913043
11/16/2023,489,0,489,327,16,0,16,20,0,20,0,0,0,0,0,0,0.0736196319,0,0.0736196319
11/17/2023,255,0,255,173,10,0,10,6,0,6,0,0,0,0,0,0,0.06274509804,0,0.06274509804
11/18/2023,164,0,164,109,7,0,7,3,0,3,0,0,0,0,0,0,0.06097560976,0,0.06097560976
11/19/2023,222,0,222,117,29,0,29,1,0,1,0,0,0,0,0,0,0.1351351351,0,0.1351351351
11/20/2023,350,0,350,138,7,0,7,8,0,8,0,0,0,0,0,0,0.04285714286,0,0.04285714286
11/21/2023,161,0,161,58,12,0,12,0,0,0,0,0,0,0,0,0,0.07453416149,0,0.07453416149
11/22/2023,493,0,493,206,62,0,62,9,0,9,4,0,4,1,0,1,0.154158215,0,0.154158215
11/23/2023,128,0,128,66,3,0,3,5,0,5,0,0,0,0,0,0,0.0625,0,0.0625
11/24/2023,499,0,499,265,15,0,15,23,0,23,0,0,0,0,0,0,0.07615230461,0,0.07615230461
11/25/2023,109,0,109,64,1,0,1,5,0,5,0,0,0,0,0,0,0.05504587156,0,0.05504587156
11/26/2023,106,0,106,62,2,0,2,6,0,6,0,0,0,0,0,0,0.07547169811,0,0.07547169811
11/27/2023,192,0,192,75,1,0,1,3,0,3,0,0,0,0,0,0,0.02083333333,0,0.02083333333
11/28/2023,152,0,152,50,5,0,5,8,0,8,0,0,0,0,0,0,0.08552631579,0,0.08552631579
11/29/2023,59,0,59,37,0,0,0,2,0,2,0,0,0,0,0,0,0.03389830508,0,0.03389830508
11/30/2023,111,0,111,31,0,0,0,1,0,1,0,0,0,0,0,0,0.009009009009,0,0.009009009009
12/01/2023,268,0,268,150,0,0,0,1,0,1,0,0,0,0,0,0,0.003731343284,0,0.003731343284
12/02/2023,50,0,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2023,82,0,82,28,3,0,3,1,0,1,0,0,0,0,0,0,0.0487804878,0,0.0487804878
12/04/2023,119,0,119,40,4,0,4,0,0,0,0,0,0,0,0,0,0.03361344538,0,0.03361344538
12/05/2023,110,0,110,29,1,0,1,0,0,0,0,0,0,0,0,0,0.009090909091,0,0.009090909091
12/06/2023,44,0,44,27,0,0,0,1,0,1,0,0,0,0,0,0,0.02272727273,0,0.02272727273
12/07/2023,58,0,58,25,1,0,1,4,0,4,0,0,0,0,0,0,0.08620689655,0,0.08620689655
12/08/2023,408,0,408,184,45,0,45,8,0,8,0,0,0,0,0,0,0.1299019608,0,0.1299019608
12/09/2023,149,0,149,70,18,0,18,0,0,0,0,0,0,0,0,0,0.1208053691,0,0.1208053691
12/10/2023,74,0,74,45,1,0,1,2,0,2,0,0,0,0,0,0,0.04054054054,0,0.04054054054
12/11/2023,99,0,99,58,3,0,3,0,0,0,0,0,0,0,0,0,0.0303030303,0,0.0303030303
12/12/2023,58,0,58,35,1,0,1,1,0,1,0,0,0,0,0,0,0.03448275862,0,0.03448275862
12/13/2023,77,0,77,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2023,80,0,80,13,15,0,15,0,0,0,0,0,0,0,0,0,0.1875,0,0.1875
12/15/2023,415,0,415,319,4,0,4,36,0,36,0,0,0,0,0,0,0.09638554217,0,0.09638554217
12/16/2023,105,0,105,75,5,0,5,4,0,4,0,0,0,0,0,0,0.08571428571,0,0.08571428571
12/17/2023,127,0,127,86,7,0,7,4,0,4,0,0,0,0,0,0,0.08661417323,0,0.08661417323
12/18/2023,136,0,136,109,7,0,7,6,0,6,0,0,0,0,0,0,0.09558823529,0,0.09558823529
12/19/2023,18,0,18,17,2,0,2,34,0,34,0,0,0,0,0,0,2,0,2
12/20/2023,60,0,60,51,2,0,2,1,0,1,0,0,0,0,0,0,0.05,0,0.05
12/21/2023,123,0,123,90,2,0,2,1,0,1,0,0,0,0,0,0,0.0243902439,0,0.0243902439
12/22/2023,588,0,588,391,22,0,22,14,0,14,0,0,0,0,0,0,0.0612244898,0,0.0612244898
12/23/2023,139,0,139,109,4,0,4,1,0,1,0,0,0,0,0,0,0.03597122302,0,0.03597122302
12/24/2023,107,0,107,56,10,0,10,0,0,0,0,0,0,0,0,0,0.09345794393,0,0.09345794393
12/25/2023,103,0,103,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2023,117,0,117,64,4,0,4,0,0,0,0,0,0,0,0,0,0.03418803419,0,0.03418803419
12/27/2023,82,0,82,58,0,0,0,2,0,2,0,0,0,0,0,0,0.0243902439,0,0.0243902439
12/28/2023,70,0,70,20,0,0,0,2,0,2,0,0,0,0,0,0,0.02857142857,0,0.02857142857
12/29/2023,40,0,40,10,0,0,0,2,0,2,0,0,0,0,0,0,0.05,0,0.05
12/30/2023,18,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2023,80,0,80,20,2,0,2,2,0,2,0,0,0,0,0,0,0.05,0,0.05
01/01/2024,652,0,652,182,10,0,10,46,0,46,0,0,0,0,0,0,0.08588957055,0,0.08588957055
01/02/2024,456,0,456,99,12,0,12,12,0,12,0,0,0,0,0,0,0.05263157895,0,0.05263157895
01/03/2024,193,0,193,102,4,0,4,0,0,0,0,0,0,0,0,0,0.0207253886,0,0.0207253886
01/04/2024,168,0,168,96,8,0,8,2,0,2,0,0,0,0,0,0,0.05952380952,0,0.05952380952
01/05/2024,95,0,95,48,2,0,2,1,0,1,0,0,0,0,0,0,0.03157894737,0,0.03157894737
01/06/2024,38,0,38,27,4,0,4,0,0,0,0,0,0,0,0,0,0.1052631579,0,0.1052631579
01/07/2024,61,0,61,38,1,0,1,0,0,0,0,0,0,0,0,0,0.01639344262,0,0.01639344262
01/08/2024,112,0,112,42,2,0,2,1,0,1,0,0,0,0,0,0,0.02678571429,0,0.02678571429
01/09/2024,69,0,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2024,54,0,54,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2024,329,0,329,199,12,0,12,8,0,8,0,0,0,0,0,0,0.06079027356,0,0.06079027356
01/12/2024,58,0,58,44,3,0,3,1,0,1,0,0,0,0,0,0,0.06896551724,0,0.06896551724
01/13/2024,64,0,64,41,1,0,1,0,0,0,0,0,0,0,0,0,0.015625,0,0.015625
01/14/2024,55,0,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/15/2024,493,0,493,255,23,0,23,8,0,8,0,0,0,2,0,2,0.06693711968,0,0.06693711968
01/16/2024,81,0,81,58,1,0,1,2,0,2,0,0,0,0,0,0,0.03703703704,0,0.03703703704
01/17/2024,71,0,71,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/18/2024,39,0,39,24,0,0,0,1,0,1,0,0,0,0,0,0,0.02564102564,0,0.02564102564
01/19/2024,333,0,333,234,8,0,8,3,0,3,0,0,0,0,0,0,0.03303303303,0,0.03303303303
01/20/2024,111,0,111,76,4,0,4,0,0,0,0,0,0,0,0,0,0.03603603604,0,0.03603603604
01/21/2024,81,0,81,58,1,0,1,0,0,0,0,0,0,0,0,0,0.01234567901,0,0.01234567901
01/22/2024,81,0,81,57,2,0,2,0,0,0,0,0,0,0,0,0,0.02469135802,0,0.02469135802
01/23/2024,49,0,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/24/2024,91,0,91,35,3,0,3,3,0,3,0,0,0,0,0,0,0.06593406593,0,0.06593406593
01/25/2024,676,0,676,347,9,0,9,24,0,24,0,0,0,2,0,2,0.05177514793,0,0.05177514793
01/26/2024,95,0,95,61,2,0,2,1,0,1,0,0,0,0,0,0,0.03157894737,0,0.03157894737
01/27/2024,61,0,61,42,0,0,0,1,0,1,0,0,0,0,0,0,0.01639344262,0,0.01639344262
01/28/2024,116,0,116,83,6,0,6,1,0,1,0,0,0,0,0,0,0.06034482759,0,0.06034482759
01/29/2024,117,0,117,66,1,0,1,0,0,0,0,0,0,0,0,0,0.008547008547,0,0.008547008547
01/30/2024,414,0,414,245,10,0,10,21,0,21,0,0,0,1,0,1,0.07729468599,0,0.07729468599
01/31/2024,57,0,57,43,0,0,0,1,0,1,0,0,0,0,0,0,0.01754385965,0,0.01754385965
02/01/2024,65,0,65,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2024,469,0,469,308,5,0,5,23,0,23,1,0,1,0,0,0,0.0618336887,0,0.0618336887
02/03/2024,149,0,149,104,7,0,7,1,0,1,0,0,0,0,0,0,0.05369127517,0,0.05369127517
02/04/2024,148,0,148,89,2,0,2,1,0,1,0,0,0,0,0,0,0.02027027027,0,0.02027027027
02/05/2024,202,0,202,101,1,0,1,1,0,1,0,0,0,0,0,0,0.009900990099,0,0.009900990099
02/06/2024,713,0,713,478,3,0,3,5,0,5,0,0,0,0,0,0,0.01122019635,0,0.01122019635
02/07/2024,475,0,475,321,4,0,4,9,0,9,0,0,0,0,0,0,0.02736842105,0,0.02736842105
02/08/2024,244,0,244,96,5,0,5,7,0,7,2,0,2,0,0,0,0.05737704918,0,0.05737704918
02/09/2024,752,0,752,464,18,0,18,23,0,23,0,0,0,0,0,0,0.0545212766,0,0.0545212766
02/10/2024,188,0,188,138,2,0,2,4,0,4,0,0,0,0,0,0,0.03191489362,0,0.03191489362
02/11/2024,170,0,170,108,1,0,1,3,0,3,0,0,0,0,0,0,0.02352941176,0,0.02352941176
02/12/2024,772,0,772,343,7,0,7,10,0,10,0,0,0,1,0,1,0.02331606218,0,0.02331606218
02/13/2024,1559,0,1559,1078,17,0,17,53,0,53,0,0,0,0,0,0,0.04490057729,0,0.04490057729
02/14/2024,715,0,715,435,11,0,11,17,0,17,0,0,0,1,0,1,0.04055944056,0,0.04055944056
02/15/2024,608,0,608,187,4,0,4,12,0,12,0,0,0,0,0,0,0.02631578947,0,0.02631578947
02/16/2024,1556,0,1556,509,50,0,50,36,0,36,6,0,6,0,0,0,0.05912596401,0,0.05912596401
02/17/2024,532,0,532,199,8,0,8,2,0,2,0,0,0,0,0,0,0.01879699248,0,0.01879699248
02/18/2024,512,0,512,183,8,0,8,2,0,2,0,0,0,0,0,0,0.01953125,0,0.01953125
