date,predicted_pageviews,predicted_applications
2024-02-15,54.04625070320981,5.925399644760205
2024-02-16,54.066954374940906,5.925701976493713
2024-02-17,54.087658046670185,5.926004308227192
2024-02-18,54.108361718401284,5.9263066399607
2024-02-19,54.12906539013056,5.926608971694179
2024-02-20,54.14976906186166,5.926911303427687
2024-02-21,54.17047273359094,5.927213635161166
