"applications","connections","day","year","isoWeek","isoYear","isoYearIsoWeek","jobApplicationCandidateIds","month","pageviews","sessions","uniquePageviews"
11,0,4,2022,40,,202240,"[35300955,35357960,35368696,35278240,35277480,34115412,35308968,34504651]",10,63,27,
10,0,5,2022,40,,202240,"[35380407,35443638,27966877,35448449,35416432,35462660,35462662,35448913,35458638,25477333]",10,52,32,
9,0,6,2022,40,,202240,"[35537606,35485866,33362625,35493797,35514993,35525113,30810029,35516246,35534611]",10,45,25,
11,0,7,2022,40,,202240,"[35553165,35554050,34014566,35485866,35561225,35588699,5702303,35547692,35563003,35556187,35553158]",10,40,25,
1,0,8,2022,40,,202240,"[11809352]",10,12,8,
5,0,9,2022,40,,202240,"[35640337,35640465,34115412,35630525]",10,24,12,
6,0,10,2022,41,,202241,"[35655869,35661383,17927430,35660309,35669085,35668669]",10,53,34,
4,0,11,2022,41,,202241,"[21627496,25470734,35748295,35766496]",10,39,26,
11,0,12,2022,41,,202241,"[35784496,2538678,34115412,35812437,35840183,35822211,35249999,34453964,35843431,35823179,33706002]",10,159,118,
12,0,13,2022,41,,202241,"[24637187,29968898,35871261,35896923,12029522,35879761,35857838,12348938,23860472,35893306,35859456]",10,82,55,
3,0,14,2022,41,,202241,"[35931964,35937347,35922127]",10,41,28,
4,0,15,2022,41,,202241,"[35972645,35975547,34253492,35960035]",10,24,16,
4,0,16,2022,41,,202241,"[35981837,35982503,35983454,35998976]",10,26,16,
9,0,17,2022,42,,202242,"[35535281,36007909,36026245,36020752,36041984,36058478,36006758,36039396,36039342]",10,48,32,
5,0,18,2022,42,,202242,"[36075316,31950073,36112230,36068494,36119948]",10,27,20,
8,0,19,2022,42,,202242,"[36176336,36158239,9627754,36131954,36160433,32158617,36183775,36149451]",10,61,30,
9,0,20,2022,42,,202242,"[36223984,36208096,36199816,36198592,36195615,36203752,36242118,11452720,36228369]",10,41,21,
10,0,21,2022,42,,202242,"[36259221,36297714,36262014,30055484,36261448,36273657,36262107,19224889,36254801,36275561]",10,47,21,
2,0,22,2022,42,,202242,"[2570875,10202424]",10,20,13,
6,0,23,2022,42,,202242,"[35528926,36349553,36337093,36337091,36326246,36343874]",10,23,13,
5,0,24,2022,43,,202243,"[36368913,11154055,35274000,35168091,26563837]",10,37,22,
8,0,25,2022,43,,202243,"[27821229,36431560,36430832,35274000,33817516,26098666,36451468,36421830]",10,41,22,
4,0,26,2022,43,,202243,"[36477524,36524654,36487408,12945128]",10,41,21,
3,0,27,2022,43,,202243,"[36563519,36481847,36592455]",10,29,16,
7,0,28,2022,43,,202243,"[36637535,36663433,36615882,36651204,36646202,34115412,36639438]",10,41,23,
2,0,29,2022,43,,202243,"[36676676,36684930]",10,22,13,
2,0,30,2022,43,,202243,"[23719900,36723909]",10,11,6,
4,0,31,2022,44,,202244,"[17942,12692258,36772593,36751198]",10,48,19,
9,0,1,2022,44,,202244,"[36804540,36874229,36833596,36875639,9889632,30055484,36863751,36836708]",11,70,51,
4,0,2,2022,44,,202244,"[27880212,26719340,35274000,36921472]",11,80,45,
13,0,3,2022,44,,202244,"[5423859,35274000,19677,37031771,37045457,37040709,36999209,37031486,32705432,37048005,37028214,35556187,11145644]",11,131,94,
8,0,4,2022,44,,202244,"[37078187,37072978,37063437,36523641,33437071,37084359,37090673,223471]",11,68,44,
3,0,5,2022,44,,202244,"[37109194,37106879,37107369]",11,17,11,
1,0,6,2022,44,,202244,"[33948823]",11,25,18,
9,0,7,2022,45,,202245,"[37153487,37159953,37162266,37185661,4522860,37172008,37163060,37166123,37218174]",11,60,35,
6,0,8,2022,45,,202245,"[37249852,31907914,35176993,35364370,37238701,37272765]",11,68,36,
6,0,9,2022,45,,202245,"[37324096,29864953,37326586,37286111,37296035,37310841]",11,49,27,
5,0,10,2022,45,,202245,"[27821229,37373798,37388799,37373746,37370862]",11,39,25,
5,0,11,2022,45,,202245,"[37404589,2517527,37414214,37429672,37414517]",11,75,53,
1,0,12,2022,45,,202245,"[35176993]",11,11,10,
3,0,13,2022,45,,202245,"[34730142,37474874,32824882]",11,48,17,
7,0,14,2022,46,,202246,"[37494421,37508860,37498560,31039702,37532066,35926937]",11,61,34,
6,0,15,2022,46,,202246,"[37600241,23837241,37560021,37590267,37600533,37587563]",11,67,51,
3,0,16,2022,46,,202246,"[37635286,34638073,37655196]",11,27,17,
5,0,17,2022,46,,202246,"[34730142,35168091,7612480,37720147,37775692]",11,27,18,
9,0,18,2022,46,,202246,"[19307238,37796527,37811612,37806546,37801128,37810006,37822968,18908855,37778459]",11,95,82,
5,0,19,2022,46,,202246,"[37836751,37827391,37836677,37838885]",11,15,8,
5,0,20,2022,46,,202246,"[37860789,34730142,37857235,37865570,35274000]",11,30,19,
7,0,21,2022,47,,202247,"[37888536,37889029,37930112,36822772,37904424,37879993]",11,64,39,
4,0,22,2022,47,,202247,"[37969988,37584436,37987416,37938903]",11,78,36,
12,0,23,2022,47,,202247,"[15544722,38036115,35274000,38039837,30055484,38033783,38003780,2293561,38024044,27898586]",11,61,29,
3,0,24,2022,47,,202247,"[38094745,38090889,38088427]",11,30,20,
1,0,25,2022,47,,202247,"[21479837]",11,26,19,
5,0,26,2022,47,,202247,"[38277748,38265915,38270795,38262492,38267727]",11,42,21,
8,0,27,2022,47,,202247,"[38279090,38284752,38291880,38281863,38295062,38296053,38296779,38301242]",11,35,19,
2,0,28,2022,48,,202248,"[38498073,38503801]",11,30,18,
5,0,29,2022,48,,202248,"[17854195,38538977,30978149,25783888,38595185]",11,41,23,
9,0,30,2022,48,,202248,"[38652757,38643011,38653641,38877027,38889935,38638805,38872025]",11,61,31,
3,0,1,2022,48,,202248,"[23873423,38945854,38906120]",12,20,14,
2,0,2,2022,48,,202248,"[38966583,38988063]",12,12,7,
1,0,3,2022,48,,202248,"[38998774]",12,14,6,
4,0,4,2022,48,,202248,"[39025552,35145826,39035423,39039706]",12,21,14,
8,0,5,2022,49,,202249,"[39060021,39076848,37338869,30140049,39091979,39094530,35223546,39073214]",12,49,26,
6,0,6,2022,49,,202249,"[39134690,25720421,39113518,39132589,39133850,21504432]",12,66,26,
5,0,7,2022,49,,202249,"[39157716,32262557,35836168]",12,26,23,
14,0,8,2022,49,,202249,"[39290339,39306447,39282418,12419028,32328812,39305329,9333653,39274481,39268446]",12,77,26,
5,0,9,2022,49,,202249,"[39285873,39268446,39360423]",12,62,24,
0,0,10,2022,49,,202249,"[]",12,9,7,
6,0,11,2022,49,,202249,"[39423600,39415588,28927689,39423522]",12,30,14,
3,0,12,2022,50,,202250,"[39483737,37508860,39443625]",12,43,19,
6,0,13,2022,50,,202250,"[39522196,1016473,37543078,39541458,39543748,39502085]",12,33,13,
9,0,14,2022,50,,202250,"[39560306,39558779,29729340,39598253,35083613]",12,44,18,
0,0,15,2022,50,,202250,"[]",12,38,32,
2,0,16,2022,50,,202250,"[39668638,39660667]",12,19,7,
0,0,17,2022,50,,202250,"[]",12,1,1,
1,0,18,2022,50,,202250,"[39717901]",12,21,17,
3,0,19,2022,51,,202251,"[34453964,39744293,39779587]",12,25,14,
6,0,20,2022,51,,202251,"[39832042,39788539,39819105,39811460]",12,38,17,
5,0,21,2022,51,,202251,"[39860661,39860881,39851731,39853624,24175468]",12,52,23,
4,0,22,2022,51,,202251,"[39076848,39908056,34545172,17673755]",12,47,35,
5,0,23,2022,51,,202251,"[39942086,39978886,39957597,39977817,36702167]",12,33,18,
1,0,24,2022,51,,202251,"[35205119]",12,13,8,
1,0,25,2022,51,,202251,"[40004970]",12,8,4,
3,0,26,2022,52,,202252,"[40021682,40037858,40033682]",12,52,43,
8,0,27,2022,52,,202252,"[40090592,11132856,27383358,17673755,37152517,40084662,67691,40053687]",12,58,32,
4,0,28,2022,52,,202252,"[40133972,40152836,38541292,36430832]",12,46,25,
10,0,29,2022,52,,202252,"[24395540,11773471,40193906,40194759,40190633,34055697,40192857,28677182,40164599,40191543]",12,70,32,
2,0,30,2022,52,,202252,"[40228563,40235275]",12,22,12,
6,0,31,2022,52,,202252,"[40243262,40254922,40237979,11054819,39485403,36821754]",12,36,25,
6,0,1,2023,52,,202252,"[40263127,40256962,40262542,40258845,40265488,40268689]",1,36,21,
15,0,2,2023,1,,20231,"[40290239,27923445,9889632,40309263,40282118,28010262,40321033,7478665,27880212,26172355,38925818,40285493]",1,115,68,
13,0,3,2023,1,,20231,"[38961030,40375093,5276471,4909749,33360231,31951285,40352380,40350085,40329148,40192208,48292,40343910,40343461]",1,158,85,
14,0,4,2023,1,,20231,"[35528926,40402939,40415009,40383778,27718170,38613410,40424596,494469,37879993,40400274,9567139]",1,109,51,
11,0,5,2023,1,,20231,"[40471339,31788186,30140049,40275305,40492012,8917964,40452269,40489839,9578508,40452241,40475542]",1,84,42,
2,0,6,2023,1,,20231,"[40536475,31788186]",1,22,12,
5,0,7,2023,1,,20231,"[40564253,12533562,40562295,35255282,40557921]",1,45,24,
5,0,8,2023,1,,20231,"[25116274,40577890,40589940]",1,42,15,
10,0,9,2023,2,,20232,"[21250740,9409261,40631107,40613655,36381431,15971374,40620740,40613695,40638538]",1,106,57,
11,0,10,2023,2,,20232,"[21250740,40697373,11429385,40739610,3312066,40689794,40675778,25036877,40695308,40680684,32346259]",1,109,65,
4,0,11,2023,2,,20232,"[34631955,40406313,40765696,40772164]",1,57,30,
8,0,12,2023,2,,20232,"[40880259,40869595,40847469,40859788,40872594,38956302,21458474,40848571]",1,66,29,
3,0,13,2023,2,,20232,"[40242889,40922033,40894361]",1,54,21,
3,0,14,2023,2,,20232,"[40946324,40952812,40959066]",1,34,20,
7,0,15,2023,2,,20232,"[33461930,40975439,29620617,40970464,40986048,2555497,40986306]",1,38,13,
5,0,16,2023,3,,20233,"[41047207,41038754,41066562,41009481,41040580]",1,47,21,
3,0,17,2023,3,,20233,"[41103218,41133481,41077235]",1,59,26,
13,0,18,2023,3,,20233,"[41176200,39282317,16465537,41199549,40786723,41209790,41170301,41172891,41165847,41208168,25543351,41166821]",1,92,43,
7,0,19,2023,3,,20233,"[41272407,41248059,41250908,20195397,39276881,36863751,41264668]",1,151,100,
12,0,20,2023,3,,20233,"[38887627,41285793,41333263,11986912,36208096,39412037,2293561,10035535,41077235,41308184,41316890,41310305]",1,152,83,
6,0,21,2023,3,,20233,"[41358793,25854393,41355917,41363424,24772853,41356182]",1,38,29,
3,0,22,2023,3,,20233,"[41371354,41393862,41356182]",1,71,37,
12,0,23,2023,4,,20234,"[41405868,23535069,41199549,5206779,41446164,41398961,41430635,41462399,38267727]",1,88,52,
7,0,24,2023,4,,20234,"[41535856,40828870,17673755,34559502,31172827,2341209]",1,90,45,
5,0,25,2023,4,,20234,"[41593099,41587671,32347218,41555003,23929962]",1,61,38,
13,0,26,2023,4,,20234,"[14958618,41673858,41637511,36526770,41641070,39690934,41688700,8717236,35972645,26289666,41639429,41663537,37334391]",1,94,35,
7,0,27,2023,4,,20234,"[41710685,39832042,23742587,41737725,35703061,41741380,40786723]",1,93,41,
5,0,28,2023,4,,20234,"[41769367,34471145,41774019,25807151]",1,62,36,
9,0,29,2023,4,,20234,"[41791971,41792735,41805600,41817923,41793048,41797965,24278213,36702167]",1,63,33,
22,0,30,2023,5,,20235,"[41848397,35602142,41884755,40931536,41868045,40128275,41848368,41841735,41827240,41873981,41855351,41849975,41838511,41825493,14912017,41836240,41849590,41877564]",1,156,71,
12,0,31,2023,5,,20235,"[24637187,41925945,41929001,41961654,10855488,36702167,41969542,41919286,41968169,41931529,41904565,41971913]",1,91,51,
6,0,1,2023,5,,20235,"[33267,42023228,42029314,41989425,42026876,32905314]",2,50,30,
12,0,2,2023,5,,20235,"[42068547,31788186,42118218,42122457,42137238,42077110,40423832,41052837,42089351]",2,86,42,
3,0,3,2023,5,,20235,"[30086610,36487408]",2,49,27,
1,0,4,2023,5,,20235,"[42221933]",2,20,12,
8,0,5,2023,5,,20235,"[42258096,42262228,42249644,41052837,42264327,42264013,42245982]",2,43,22,
5,0,6,2023,6,,20236,"[42311794,42328457,42356361,39145309,42327936]",2,62,26,
5,0,7,2023,6,,20236,"[42410291,38033783,10164287,42375197,42397550]",2,45,24,
4,0,8,2023,6,,20236,"[33622110,17803764,42449526,36605205]",2,59,29,
2,0,9,2023,6,,20236,"[42564690,13800201]",2,34,23,
6,0,10,2023,6,,20236,"[33957806,42600214,42590664,31788186,33289281,42623924]",2,59,27,
1,0,11,2023,6,,20236,"[42660794]",2,16,10,
3,0,12,2023,6,,20236,"[42691550,24142368,42680254]",2,31,19,
4,0,13,2023,7,,20237,"[29332045,24115834,42732295,42717483]",2,49,23,
13,0,14,2023,7,,20237,"[42788627,42825260,24933488,42785428,42831124,42837964,42797305,42296479,42802453,391446,11154055,42824449,39067280]",2,65,19,
5,0,15,2023,7,,20237,"[42900655,37543078,42919560,42907756]",2,42,25,
5,0,16,2023,7,,20237,"[42931625,42972763,42944960,31528002,42976645]",2,56,21,
7,0,17,2023,7,,20237,"[43039889,43004888,43045301,43009093,43023658,43005740,43013431]",2,68,37,
2,0,18,2023,7,,20237,"[43041870,43051924]",2,14,8,
5,0,19,2023,7,,20237,"[43111902,43098862,43107840]",2,40,33,
7,0,20,2023,8,,20238,"[43134401,42296479,43124531,42862499,43190983,35083613,43151197]",2,116,67,
19,0,21,2023,8,,20238,"[43219962,34165297,43129375,43233362,31972419,43254090,43214929,36521436,29620617,26563837,43267287,43224250,43236303]",2,116,51,
3,0,22,2023,8,,20238,"[43285238,43353798,34737641]",2,42,25,
12,0,23,2023,8,,20238,"[41535856,31906648,5490021,43442555,18061687,29620617,43392335,43021864,10035535,43396842,43380232,43379723]",2,107,58,
14,0,24,2023,8,,20238,"[43217632,42717483,43463561,43457583,30702717,41873981,39832042,34453964,43513743]",2,114,54,
4,0,25,2023,8,,20238,"[43573639,43564749,43557103,43551186]",2,38,26,
2,0,26,2023,8,,20238,"[43589889,43593147]",2,23,10,
11,0,27,2023,9,,20239,"[36531695,43641478,43664575,24221832,43686192,43652974,43657015,27880212,11154055,43664514,43637208]",2,101,47,
5,0,28,2023,9,,20239,"[11054819,39412037,43772230,43758301]",2,61,26,
9,0,1,2023,9,,20239,"[43830733,41052837,43813009,43819015,43799748,43834783,43801251]",3,81,43,
4,0,2,2023,9,,20239,"[43892765,35249999]",3,75,35,
4,0,3,2023,9,,20239,"[43939698,43949069,36521436,44008695]",3,48,18,
2,0,4,2023,9,,20239,"[44052739,44034931]",3,26,14,
1,0,5,2023,9,,20239,"[44075480]",3,23,12,
2,0,6,2023,10,,202310,"[44113443,44146082]",3,53,19,
9,0,7,2023,10,,202310,"[44180188,44201829,44211479,44250155,44198036,44194305,44229255,41688700,40577890]",3,150,51,
8,0,8,2023,10,,202310,"[44320728,11773471,44298398,44336919,44277255,44267064]",3,79,41,
12,0,9,2023,10,,202310,"[44356338,44384127,44408831,39609590,44408815,44361651,38966583,44395242,44356316,44401742,44388465,44374332]",3,65,35,
6,0,10,2023,10,,202310,"[39076848,43018827,44460731,24779201,38998774,44323318]",3,31,18,
1,0,11,2023,10,,202310,"[44526660]",3,6,4,
3,0,12,2023,10,,202310,"[44564482,44015073,44553609]",3,20,12,
8,0,13,2023,11,,202311,"[44623756,44618495,44596304,24095938,44585317,44603028]",3,48,19,
10,0,14,2023,11,,202311,"[44683050,14420776,37543078,44717201,44731806,44741287,29753714]",3,85,47,
4,0,15,2023,11,,202311,"[44766343,44778731,44785608,44774032]",3,58,42,
12,0,16,2023,11,,202311,"[34165297,44837187,44842061,44857424,44843564,19961022,44868979,44872822,44845062,44838524,35972645]",3,82,41,
10,0,17,2023,11,,202311,"[44903689,44211479,23644108,32439727,41053286,44915784,21647448,37447414,2963497,43224250]",3,120,67,
7,0,18,2023,11,,202311,"[42750606,44075480,44982781,35176993]",3,38,24,
2,0,19,2023,11,,202311,"[45022828,4480115]",3,27,19,
8,0,20,2023,12,,202312,"[37836751,45100231,31095505,45074561,45036650,45088034,45111633,45085925]",3,74,33,
15,0,21,2023,12,,202312,"[45215411,45206631,45121521,3089684,41354296,41209790,45223561,45210864,45122457,45232237,30893004,34679724,1292572]",3,76,31,
7,0,22,2023,12,,202312,"[36543211,45323504,45267711,45326502,31788186,41869069]",3,55,28,
7,0,23,2023,12,,202312,"[45408425,37345128,45365986,23254874,38415686,31633271,43284389]",3,33,16,
6,0,24,2023,12,,202312,"[24720901,34165297,40975439,45484862,33412765,45484894]",3,41,20,
4,0,25,2023,12,,202312,"[45499285,45509798,45514252]",3,20,10,
3,0,26,2023,12,,202312,"[20192005,34453964]",3,25,11,
11,0,27,2023,13,,202313,"[36430832,45584943,25205460,45602904,45626218,45634974,35529272,45569704,45582984,45630085]",3,142,75,
11,0,28,2023,13,,202313,"[34165297,42018299,45704305,45717311,42831124,45640656,45656441,45662756,45682096,45664415,33289281]",3,79,42,
6,0,29,2023,13,,202313,"[44460252,45829814,45734158,41402186,30435851,45811331]",3,51,29,
8,0,30,2023,13,,202313,"[45835014,45873398,45863290,45851473,45892509,45862093,45885039,45893739]",3,52,31,
8,0,31,2023,13,,202313,"[45963052,45971585,45929375,45965493,45942522,45956883,45919159,45937529]",3,50,19,
10,0,1,2023,13,,202313,"[45978474,45986574,38291936,45981705,45408425,43793801,45982726,41052837,44388465,45992938]",4,53,20,
7,0,2,2023,13,,202313,"[46024646,46024801,46032231,46032875,46022055,46012791,46021078]",4,45,17,
7,0,3,2023,14,,202314,"[45890617,46066917,46134832,46103833,46095092,46124913,46126784]",4,51,33,
11,0,4,2023,14,,202314,"[46210441,46165566,46199186,46186143,46148003,32452563,35234231]",4,51,18,
8,0,5,2023,14,,202314,"[46316772,46320368,46275856,34363474,38595185,46310241,45717311]",4,57,31,
12,0,6,2023,14,,202314,"[36430832,35064228,34111002,46350469,46396154,46355795,46310241,26487485,19510585,46320368,45618171]",4,113,64,
4,0,7,2023,14,,202314,"[37181746,46428326,46443732,46430472]",4,22,13,
3,0,8,2023,14,,202314,"[46465343,46455816,35529272]",4,21,9,
2,0,9,2023,14,,202314,"[46484492,46501489]",4,11,7,
6,0,10,2023,15,,202315,"[46024646,46525109,46553776,46570005,46556586,46547474]",4,47,18,
11,0,11,2023,15,,202315,"[46616341,46632444,31633271,46635151,32299858,21218453,46616309,46638012,46609197,4913573,46605167]",4,77,32,
5,0,12,2023,15,,202315,"[46756863,15266428,39811460,320789,46685013]",4,43,22,
7,0,13,2023,15,,202315,"[46838355,37764110,46850426,46853992,41200357,46791805,29334524]",4,39,20,
5,0,14,2023,15,,202315,"[46913505,40795855,30958839,46881105,46919802]",4,53,25,
2,0,15,2023,15,,202315,"[46942889,41393885]",4,7,4,
2,0,16,2023,15,,202315,"[46976113,46970354]",4,25,15,
13,0,17,2023,16,,202316,"[47037568,46719324,47060858,47014075,47038054,47022324,47007094,42264013,44693576,47022743,47006883,43236303,47016781]",4,107,61,
5,0,18,2023,16,,202316,"[47131129,46165566,46618574,42970585]",4,33,17,
9,0,19,2023,16,,202316,"[42420303,47251968,13393231,47258567,40055110,40219656,47242566,47225647,46605167]",4,55,21,
8,0,20,2023,16,,202316,"[30171196,47267191,47302644,178031,47309489,47282485,47270510,47296345]",4,59,27,
6,0,21,2023,16,,202316,"[27311743,47354378,47360076,47348317,43183894,47343812]",4,44,21,
0,0,22,2023,16,,202316,"[]",4,7,4,
9,0,23,2023,16,,202316,"[47431873,47429547,47467136,47463466,47447027,47445216,47432772,37404697,47447807]",4,43,22,
14,0,24,2023,17,,202317,"[34754646,28585687,47522009,47543949,39977817,47484709,35994211,47498646,47543581,47515439,46165566,47484741,47499865,46605167]",4,197,90,
6,0,25,2023,17,,202317,"[47609900,36855667,47623964,47587883,19197038,10035535]",4,52,27,
10,0,26,2023,17,,202317,"[47648381,47700845,47667182,47674301,47691597,47681202,47643301,47658841,21097801,47642450]",4,74,33,
6,0,27,2023,17,,202317,"[17620104,47737828,47060858,47734266,494469,47786479]",4,52,27,
5,0,28,2023,17,,202317,"[47845079,42084784,47825226,47842243,47838129]",4,33,15,
5,0,29,2023,17,,202317,"[47172770,47886028,47867755,47879404,47885984]",4,29,16,
5,0,30,2023,17,,202317,"[34314167,47920211,47921381,47914080,24571147]",4,17,12,
9,0,1,2023,18,,202318,"[5423859,47938282,47953391,47970999,46186143,47972865,494469,47958290,37480290]",5,50,26,
10,0,2,2023,18,,202318,"[48015400,48030203,3317981,46587174,48018225,48008167,48033525,48021462,47987409,48035608]",5,75,39,
9,0,3,2023,18,,202318,"[48093392,48122181,7375561,24254849,48066040,48066492,43687675,48121202,31035625]",5,63,32,
17,0,4,2023,18,,202318,"[48187502,48233468,48194221,44922309,43648096,21850664,32659021,48136697,48141437,48190087,39977817,48140110,48207334,494469,48198275,48143235,48218634]",5,92,37,
10,0,5,2023,18,,202318,"[48273481,48264721,41422908,48256875,48278629,48245495,48243995,48284844,3759685,45618171]",5,78,30,
1,0,6,2023,18,,202318,"[48305592]",5,18,8,
10,0,7,2023,18,,202318,"[48342214,48331838,48344640,48338961,2394709,48355005,12423999,48365465,48339679]",5,40,13,
11,0,8,2023,19,,202319,"[20111344,48414244,34426421,43843320,48141437,40828870,298237,48413833,38116664,34329466]",5,70,30,
12,0,9,2023,19,,202319,"[13405501,48501652,43631984,48490661,30625019,11185007,40489839,48473789,48459723,48500883,48518492]",5,62,30,
10,0,10,2023,19,,202319,"[48599162,48574573,42689595,48535947,48543987,48589777,48557380,48559498,10035535,48574676]",5,58,30,
4,0,11,2023,19,,202319,"[15409095,27966877,48609217,44845062]",5,61,23,
8,0,12,2023,19,,202319,"[47686197,46876821,46165566,48699151,48702089,46186143,37925914,48693560]",5,110,47,
3,0,13,2023,19,,202319,"[48756584,48762748,37925914]",5,22,14,
6,0,14,2023,19,,202319,"[48797608,48272947,48818193,31039702,48834061,48801480]",5,37,14,
21,0,15,2023,20,,202320,"[37836751,48866588,44922309,38956302,48913013,48913811,48903087,48925816,48864504,48895523,48914625,47268482,48857673,25625206,494469,48881167,27880212,48875013,48874454,48861327,48861253]",5,138,74,
12,0,16,2023,20,,202320,"[25763334,48936827,46310241,41590552,48957385,48953595,48975768,48968647,48270984,48934835,48980267,48951262]",5,150,69,
7,0,17,2023,20,,202320,"[45978474,46210441,48292,49066282,49083970,49047603,49071532]",5,64,36,
7,0,18,2023,20,,202320,"[43939698,49121576,47700845,49124630,20195397,49122215,48609217]",5,58,26,
6,0,19,2023,20,,202320,"[28326670,49197439,49167051,48233468,45584943,46021078]",5,52,24,
4,0,20,2023,20,,202320,"[49226597,49212616,46455816,49215999]",5,32,17,
5,0,21,2023,20,,202320,"[49269329,49281937,49275230,46836113,49284291]",5,26,8,
11,0,22,2023,21,,202321,"[49312735,49347721,49321735,37533858,49317856,49346903,34055697,38966583,49304982,49334054,49342058]",5,84,40,
9,0,23,2023,21,,202321,"[49418247,30970204,49384712,49426602,49439472,49434771,49424503,49384608,49438791]",5,63,28,
7,0,24,2023,21,,202321,"[49470946,49483601,28539482,49459781,49317856,49500488,49488751]",5,59,27,
11,0,25,2023,21,,202321,"[48874582,13475257,49575951,49552830,49536168,49571807,45098433,47296345,49585739,49573816,49567743]",5,60,27,
6,0,26,2023,21,,202321,"[49616727,49631201,37429672,49649838]",5,71,22,
6,0,27,2023,21,,202321,"[1631579,37429672,48903087,49635073,49706955]",5,19,11,
3,0,28,2023,21,,202321,"[49730295,49730497,49731476]",5,16,9,
11,0,29,2023,22,,202322,"[49773352,4053361,35133475,49801888,49770705,49749813,49798071,49769991,40327785,40975439,49766669]",5,66,38,
4,0,30,2023,22,,202322,"[50189708,47837336,34632900,17222413]",5,57,33,
15,0,31,2023,22,,202322,"[11741017,35133475,50305251,34000135,50244528,50296252,50237168,49572678,50273822,50305017,49835119,50247030,50281410,11054819]",5,70,38,
6,0,1,2023,22,,202322,"[50390703,14210133,50309296,50386719,50310218,50358205]",6,33,16,
5,0,2,2023,22,,202322,"[15047828,41052837,50429399,10055015,50450349]",6,74,41,
7,0,3,2023,22,,202322,"[27880212,50497375,37429672,50473542,494469,33764831,50502417]",6,48,20,
1,0,4,2023,22,,202322,"[42306288]",6,9,4,
6,0,5,2023,23,,202323,"[33622110,50547813,44753472,28528392,37480290,50601363]",6,34,21,
4,0,6,2023,23,,202323,"[41349256,50691323,41869069,45103342]",6,27,16,
5,0,7,2023,23,,202323,"[50794134,47022743,31039702,50719090,50715635]",6,44,29,
4,0,8,2023,23,,202323,"[50833524,50851110,39836540,36413808]",6,44,28,
9,0,9,2023,23,,202323,"[50902908,6337245,50891224,19479502,49573816,42388671,46320368,50900665,50917726]",6,94,45,
5,0,10,2023,23,,202323,"[50937006,50946588,7170054,50956115,36615929]",6,28,15,
7,0,11,2023,23,,202323,"[51001693,33712330,41869069,35695339,50975345,50995821]",6,36,21,
12,0,12,2023,24,,202324,"[51028397,51017577,37326586,51009843,51051135,51059220,51034088,51049818,19567237,33871226,51049231,33622110]",6,68,32,
17,0,13,2023,24,,202324,"[48867747,24637187,31019356,51103622,40765696,35697891,51102833,51148508,46024646,51123009,51117858]",6,116,59,
15,0,14,2023,24,,202324,"[51234764,45572813,51188951,51194947,51188492,51115116,3713008,51221940,51192049,51187324,51208326,51167969,51203394,42874919]",6,77,44,
5,0,15,2023,24,,202324,"[51259596,17927430,37326586,51263176,48693560]",6,44,15,
5,0,16,2023,24,,202324,"[51352380,51373291,51323001,51326885,32706182]",6,29,15,
8,0,17,2023,24,,202324,"[51394506,51380518,19895796,51405568,51389738,43102408,51380439,36615929]",6,36,20,
1,0,18,2023,24,,202324,"[51432820]",6,11,5,
8,0,19,2023,25,,202325,"[51531667,51480996,48020482,51507413,51500243,51477887,39977817,46605167]",6,55,24,
13,0,20,2023,25,,202325,"[48344640,51554815,51575528,51576774,51601686,7375561,51607763,51550435,29795695,35703061,44487489,51567330,51585943]",6,74,42,
11,0,21,2023,25,,202325,"[51614852,51692223,51680122,38956302,51637553,38082823,51629489,45323504,51672644,51662181,34558530]",6,86,48,
6,0,22,2023,25,,202325,"[16231280,51737889,46814600,34930090,51748000,51752990]",6,46,27,
6,0,23,2023,25,,202325,"[51788987,35972645,51799185,49212616,51796887,51791145]",6,46,26,
2,0,24,2023,25,,202325,"[51871760,51872483]",6,24,12,
7,0,25,2023,25,,202325,"[51878574,51882651,49212616,51893897,494469,51906185]",6,33,20,
8,0,26,2023,26,,202326,"[51929195,46165566,51911337,7502903,51971668,51976831,51970782,51913700]",6,58,29,
17,0,27,2023,26,,202326,"[50497375,52046071,52058990,52008635,52024809,52036797,49212616,52026951,47185238,33309148,44845062,18014399,38912695]",6,100,49,
4,0,28,2023,26,,202326,"[17673755,52086299,42899220,52101189]",6,40,28,
5,0,29,2023,26,,202326,"[52171580,52180380,36641291,52149491,52184560]",6,41,20,
17,0,30,2023,26,,202326,"[52246739,29236479,28585687,52261761,46024801,52233083,52269319,52259179,52268398,52263227,52243156,52259470,52248205,52267100,52237416,52263636]",6,78,36,
3,0,1,2023,26,,202326,"[52276952,46605167,52294846]",7,13,6,
5,0,2,2023,26,,202326,"[51102833,52328091,52333811,52334818,52329595]",7,24,10,
7,0,3,2023,27,,202327,"[45890617,17673755,52377405,46605167,52387819]",7,88,48,
12,0,4,2023,27,,202327,"[52461099,52478284,52452186,52430606,47700845,51148508,52483357,49212616,52491821,40489839,52435462]",7,65,41,
10,0,5,2023,27,,202327,"[49212616,51102833,25785135,29078585,52549724,52598487]",7,40,26,
3,0,6,2023,27,,202327,"[13405501,17939273,46605167]",7,28,13,
7,0,7,2023,27,,202327,"[31972419,52704802,34754646,52518068,33289281,40292057,43156388]",7,82,56,
5,0,8,2023,27,,202327,"[52753747,52758096,52765492]",7,31,10,
8,0,9,2023,27,,202327,"[44808157,25999898,52806517,52790851,51480996,52775418,52778039,52792767]",7,35,19,
